frame_id,weight
1.230000000000000000e+02,6.767546207445490842e-04
1.240000000000000000e+02,1.936301192865909414e-04
1.250000000000000000e+02,4.123897920849773453e-05
1.260000000000000000e+02,1.380113112218753040e-03
1.270000000000000000e+02,6.999107248920500169e-04
1.280000000000000000e+02,6.849351593165534536e-04
1.290000000000000000e+02,1.504026719371544608e-05
1.300000000000000000e+02,2.050194858684033209e-05
1.310000000000000000e+02,2.447606976060056304e-04
1.320000000000000000e+02,2.305737852624187051e-04
1.330000000000000000e+02,1.019609196270242777e-03
1.340000000000000000e+02,4.438150021035112860e-04
1.350000000000000000e+02,5.452260433589065401e-05
1.360000000000000000e+02,9.899042405376015023e-05
1.370000000000000000e+02,3.092179561906274136e-04
1.380000000000000000e+02,2.069058063634935947e-04
1.390000000000000000e+02,2.577882507326129547e-04
1.400000000000000000e+02,2.457149050727062904e-07
1.410000000000000000e+02,1.433755410168908079e-05
1.420000000000000000e+02,1.247961024798406628e-05
1.430000000000000000e+02,8.297676433806544497e-06
1.440000000000000000e+02,1.765923616862639798e-05
1.450000000000000000e+02,8.183234113923816729e-05
1.460000000000000000e+02,5.604675443611137342e-05
1.470000000000000000e+02,1.968497482989813577e-05
1.480000000000000000e+02,4.170482965268413120e-05
1.490000000000000000e+02,3.277814784326258985e-04
1.500000000000000000e+02,5.085172208432369508e-05
1.510000000000000000e+02,1.250676223272959248e-04
1.520000000000000000e+02,2.349208419295759228e-04
1.530000000000000000e+02,7.587127766479645840e-06
1.540000000000000000e+02,3.743546985377931534e-03
1.550000000000000000e+02,9.497516883803119010e-06
1.560000000000000000e+02,6.274407056414347330e-07
1.570000000000000000e+02,2.409978766444257492e-05
1.580000000000000000e+02,6.396467496243213988e-06
1.590000000000000000e+02,3.426189669201624185e-05
1.600000000000000000e+02,5.100161656127135333e-07
1.610000000000000000e+02,1.843443871411695714e-06
1.620000000000000000e+02,5.418527205647861819e-07
1.630000000000000000e+02,2.088285491994830902e-07
1.640000000000000000e+02,8.008995415497255550e-08
1.650000000000000000e+02,7.196737935809668552e-07
1.660000000000000000e+02,3.150863761306154259e-07
1.670000000000000000e+02,1.596941737303494399e-08
1.680000000000000000e+02,6.810717339949500592e-09
1.690000000000000000e+02,3.973718286921850586e-08
1.700000000000000000e+02,3.267933564819918442e-07
1.710000000000000000e+02,3.488869116862274619e-07
1.720000000000000000e+02,1.001433612332924197e-08
1.730000000000000000e+02,7.557283822273859536e-07
1.740000000000000000e+02,1.448313726120202007e-04
1.750000000000000000e+02,2.184957282339275751e-05
1.760000000000000000e+02,5.142854397454546360e-04
1.770000000000000000e+02,2.714081972447101915e-07
1.780000000000000000e+02,1.920146967317697079e-07
1.790000000000000000e+02,5.175638664700054096e-04
1.800000000000000000e+02,2.201571425253247329e-05
1.810000000000000000e+02,1.026203782038001597e-05
1.820000000000000000e+02,4.328313335097292228e-06
1.830000000000000000e+02,1.584433684341343169e-05
1.840000000000000000e+02,4.215237651235148071e-05
1.850000000000000000e+02,7.884900740003701773e-06
1.860000000000000000e+02,7.281149763378797463e-08
1.870000000000000000e+02,2.644054608950635455e-07
1.880000000000000000e+02,7.018047305691712567e-08
1.890000000000000000e+02,1.490458672271416958e-07
1.900000000000000000e+02,1.016649354891734979e-07
1.910000000000000000e+02,3.824110972517167018e-07
1.920000000000000000e+02,4.338033386285159820e-05
1.930000000000000000e+02,5.255598900380074748e-04
1.940000000000000000e+02,1.299201957288079201e-05
1.950000000000000000e+02,1.713454852388741012e-06
1.960000000000000000e+02,1.629684589611633068e-04
1.970000000000000000e+02,2.885973340354529286e-06
1.980000000000000000e+02,1.475720812652568386e-05
1.990000000000000000e+02,4.010547384504073770e-07
2.000000000000000000e+02,3.095015382663151107e-06
2.010000000000000000e+02,2.321356570904631626e-04
2.020000000000000000e+02,3.636493307466878971e-03
2.030000000000000000e+02,5.201486617946587954e-03
2.040000000000000000e+02,1.860898519107611324e-04
2.050000000000000000e+02,1.581783644589166620e-04
2.060000000000000000e+02,1.601058640369936803e-03
2.070000000000000000e+02,2.098874853940583315e-03
2.080000000000000000e+02,7.276509196876930138e-04
2.090000000000000000e+02,2.376234923054590720e-05
2.100000000000000000e+02,1.140012355913291549e-05
2.110000000000000000e+02,4.323565248625229967e-05
2.120000000000000000e+02,6.032629178058956948e-05
2.130000000000000000e+02,5.366744207399033392e-03
2.140000000000000000e+02,1.749448062028150289e-06
2.150000000000000000e+02,3.573325982758323964e-03
2.160000000000000000e+02,2.016202326874539080e-03
2.170000000000000000e+02,1.355302578094649538e-05
2.180000000000000000e+02,7.347539506158400570e-06
2.190000000000000000e+02,3.983474709606742810e-04
2.200000000000000000e+02,1.003086170562700287e-06
2.210000000000000000e+02,2.255086995253688400e-05
2.220000000000000000e+02,1.353004505628726955e-05
2.230000000000000000e+02,2.014555228473753530e-06
2.240000000000000000e+02,3.060464126197599507e-07
2.250000000000000000e+02,2.028033250184264685e-04
2.260000000000000000e+02,1.977306653831283892e-04
2.270000000000000000e+02,4.168543299068993831e-06
2.280000000000000000e+02,6.489766596547884769e-05
2.290000000000000000e+02,8.438742775289369703e-05
2.300000000000000000e+02,8.597075853017231315e-05
2.310000000000000000e+02,4.043173759416836021e-07
2.320000000000000000e+02,4.247244437721553836e-04
2.330000000000000000e+02,1.918954764033632156e-04
2.340000000000000000e+02,8.527510456799179727e-04
2.350000000000000000e+02,3.772401123437651364e-05
2.360000000000000000e+02,2.155591332859254424e-04
2.370000000000000000e+02,9.493466132591041166e-06
2.380000000000000000e+02,1.400664676998229048e-04
2.390000000000000000e+02,4.756727182316705714e-05
2.400000000000000000e+02,4.779620359440499271e-07
2.410000000000000000e+02,1.898143302206688660e-05
2.420000000000000000e+02,1.615118147119809359e-04
2.430000000000000000e+02,4.024636853402203913e-05
2.440000000000000000e+02,8.157774291802070315e-05
2.450000000000000000e+02,3.343219817092385861e-04
2.460000000000000000e+02,1.598384268898938532e-05
2.470000000000000000e+02,2.217536141401594318e-05
2.480000000000000000e+02,5.484389336210781759e-05
2.490000000000000000e+02,9.514198322537414064e-05
2.500000000000000000e+02,5.519341184788130629e-07
2.510000000000000000e+02,9.214014629708824006e-09
2.520000000000000000e+02,4.036925729757208382e-06
2.530000000000000000e+02,7.452283621293104938e-04
2.540000000000000000e+02,2.655084205835006638e-04
2.550000000000000000e+02,1.122395946884962609e-06
2.560000000000000000e+02,4.939700764191229467e-07
2.570000000000000000e+02,4.254636950500236788e-06
2.580000000000000000e+02,5.829035619227854555e-06
2.590000000000000000e+02,1.672810685379708172e-04
2.600000000000000000e+02,6.467648713251587121e-06
2.610000000000000000e+02,1.604717884959678140e-05
2.620000000000000000e+02,7.580356349463285764e-06
2.630000000000000000e+02,2.627192508957461512e-05
2.640000000000000000e+02,5.556026143966276029e-07
2.650000000000000000e+02,4.360086561255963868e-06
2.660000000000000000e+02,1.135718697694668855e-04
2.670000000000000000e+02,1.217144992494997063e-05
2.680000000000000000e+02,2.272748005466485770e-05
2.690000000000000000e+02,6.367291502575697686e-06
2.700000000000000000e+02,2.110697317417823859e-06
2.710000000000000000e+02,1.010787056307171603e-06
2.720000000000000000e+02,9.144477527995631934e-06
2.730000000000000000e+02,3.928676267258657349e-05
2.740000000000000000e+02,1.769618552901567603e-06
2.750000000000000000e+02,8.590689880342546583e-07
2.760000000000000000e+02,2.250316103911530213e-05
2.770000000000000000e+02,1.039443452230886594e-06
2.780000000000000000e+02,1.785016018205732929e-05
2.790000000000000000e+02,5.400686777418812324e-05
2.800000000000000000e+02,1.333341077294811596e-05
2.810000000000000000e+02,3.098521669476808187e-05
2.820000000000000000e+02,1.955242680882920785e-04
2.830000000000000000e+02,5.514943968739617619e-03
2.840000000000000000e+02,1.644470537532445172e-05
2.850000000000000000e+02,2.006678717875922790e-03
2.860000000000000000e+02,1.109106506638362938e-05
2.870000000000000000e+02,1.797638523339058221e-06
2.880000000000000000e+02,3.544504280803066994e-05
2.890000000000000000e+02,1.313929976502698285e-03
2.900000000000000000e+02,1.767114823296845908e-05
2.910000000000000000e+02,8.201759214698241913e-05
2.920000000000000000e+02,2.651254375975904473e-05
2.930000000000000000e+02,2.815031362209480465e-04
2.940000000000000000e+02,4.830775036921563723e-03
2.950000000000000000e+02,2.755677275618089237e-06
2.960000000000000000e+02,1.227136382384419041e-06
2.970000000000000000e+02,2.558044557191841426e-05
2.980000000000000000e+02,9.544737385053251955e-07
2.990000000000000000e+02,8.852302716333546159e-07
3.000000000000000000e+02,1.044812806845503412e-04
3.010000000000000000e+02,2.267690929030799149e-02
3.020000000000000000e+02,6.276095544426125473e-03
3.030000000000000000e+02,3.769345517474873616e-03
3.040000000000000000e+02,7.273951572533205107e-05
3.050000000000000000e+02,8.270709875920710316e-03
3.060000000000000000e+02,6.743879300075330673e-05
3.070000000000000000e+02,1.537107805484576865e-06
3.080000000000000000e+02,1.480281475634286297e-06
3.090000000000000000e+02,7.406947473880111192e-05
3.100000000000000000e+02,2.872817874019702414e-05
3.110000000000000000e+02,4.696262111811186223e-06
3.120000000000000000e+02,5.034214459568380337e-06
3.130000000000000000e+02,3.465855146147799645e-05
3.140000000000000000e+02,6.002705606482775565e-04
3.150000000000000000e+02,3.560049502937640237e-04
3.160000000000000000e+02,9.207168686588646726e-05
3.170000000000000000e+02,1.313720358158814828e-06
3.180000000000000000e+02,2.628775950850150756e-04
3.190000000000000000e+02,1.283806749994903713e-04
3.200000000000000000e+02,1.292594840832349336e-05
3.210000000000000000e+02,2.708606649161831399e-04
3.220000000000000000e+02,2.008006330937791445e-04
3.230000000000000000e+02,1.250230494450025752e-04
3.240000000000000000e+02,7.619436233082979126e-05
3.250000000000000000e+02,4.332207450154375148e-05
3.260000000000000000e+02,5.967519119175500780e-05
3.270000000000000000e+02,1.548741509156584845e-05
3.280000000000000000e+02,4.303866877174158202e-05
3.290000000000000000e+02,1.235681303589560051e-06
3.300000000000000000e+02,8.202458166435934719e-06
3.310000000000000000e+02,6.648708755432228280e-06
3.320000000000000000e+02,8.171441705203313958e-07
3.330000000000000000e+02,3.493304846820828710e-05
3.340000000000000000e+02,2.785265564467661985e-06
3.350000000000000000e+02,1.045994291107034489e-03
3.360000000000000000e+02,7.289214057615159628e-05
3.370000000000000000e+02,5.341616539832234211e-05
3.380000000000000000e+02,1.456159196017553626e-06
3.390000000000000000e+02,1.714447005520913268e-05
3.400000000000000000e+02,1.331057129985840904e-04
3.410000000000000000e+02,1.694983414729843290e-07
3.420000000000000000e+02,2.450492579466370788e-06
3.430000000000000000e+02,6.355046707124734342e-06
3.440000000000000000e+02,1.563188067913122144e-04
3.450000000000000000e+02,5.075840111655220905e-05
3.460000000000000000e+02,5.157469737084234016e-06
3.470000000000000000e+02,7.453763998725714489e-07
3.480000000000000000e+02,7.461795197400221240e-05
3.490000000000000000e+02,1.606450393471580773e-04
3.500000000000000000e+02,2.080991021175908871e-04
3.510000000000000000e+02,3.279490666118272741e-05
3.520000000000000000e+02,4.857079555096799032e-06
3.530000000000000000e+02,9.448271666451524286e-05
3.540000000000000000e+02,8.965546451820647883e-08
3.550000000000000000e+02,3.037918131370829732e-06
3.560000000000000000e+02,1.207874347989282433e-05
3.570000000000000000e+02,1.970567249965491285e-04
3.580000000000000000e+02,5.255124799864353694e-04
3.590000000000000000e+02,8.883632150493411329e-05
3.600000000000000000e+02,1.524975921235576606e-06
3.610000000000000000e+02,2.394286980760880360e-04
3.620000000000000000e+02,3.820488249062489996e-06
3.630000000000000000e+02,9.115600090441741622e-05
3.640000000000000000e+02,3.596531169503279285e-04
3.650000000000000000e+02,3.771949544309619918e-05
3.660000000000000000e+02,4.417329042278952831e-05
3.670000000000000000e+02,9.111908824363786873e-07
3.680000000000000000e+02,2.658041109363638599e-06
3.690000000000000000e+02,1.335232944325624464e-06
3.700000000000000000e+02,1.934147570697681786e-06
3.710000000000000000e+02,1.220702027131496129e-04
3.720000000000000000e+02,1.236810410129478906e-04
3.730000000000000000e+02,9.547395885724290973e-03
3.740000000000000000e+02,2.037554345953730521e-04
3.750000000000000000e+02,1.285573413972364213e-05
3.760000000000000000e+02,2.677665026777121290e-04
3.770000000000000000e+02,2.375008956748174893e-04
3.780000000000000000e+02,5.020041336358001255e-06
3.790000000000000000e+02,2.215042690961174649e-05
3.800000000000000000e+02,8.354756937442324837e-07
3.810000000000000000e+02,8.994376693087514625e-05
3.820000000000000000e+02,8.664640631717341235e-05
3.830000000000000000e+02,7.867764287507498459e-04
3.840000000000000000e+02,1.974679746022085867e-04
3.850000000000000000e+02,3.103210034826732418e-05
3.860000000000000000e+02,1.426496497381509864e-04
3.870000000000000000e+02,8.067422035700764539e-05
3.880000000000000000e+02,2.721910386882740707e-04
3.890000000000000000e+02,1.849790427602098885e-05
3.900000000000000000e+02,3.030755672123142076e-04
3.910000000000000000e+02,1.915776191781386961e-07
3.920000000000000000e+02,3.204673310123170666e-08
3.930000000000000000e+02,3.853581093735298887e-06
3.940000000000000000e+02,8.416232429903986378e-06
3.950000000000000000e+02,6.090969519108212240e-08
3.960000000000000000e+02,2.819503038026109444e-06
3.970000000000000000e+02,4.563117230884452763e-06
3.980000000000000000e+02,2.336958142791579541e-04
3.990000000000000000e+02,2.405034195353755165e-06
4.000000000000000000e+02,1.151613575987642538e-05
4.010000000000000000e+02,3.388260230782322774e-07
4.020000000000000000e+02,9.831077118857189023e-08
4.030000000000000000e+02,7.310819018663410298e-07
4.040000000000000000e+02,1.050471740453027652e-06
4.050000000000000000e+02,2.529026475657781918e-06
4.060000000000000000e+02,5.397614381662929330e-05
4.070000000000000000e+02,5.558012026004496244e-06
4.080000000000000000e+02,9.371223925668238187e-08
4.090000000000000000e+02,1.157622145476727836e-05
4.100000000000000000e+02,5.501033699091855864e-05
4.110000000000000000e+02,7.961531115212737384e-08
4.120000000000000000e+02,1.380676605342305917e-05
4.130000000000000000e+02,4.131881905267490563e-06
4.140000000000000000e+02,3.705771133698749192e-07
4.150000000000000000e+02,6.422367463241335295e-07
4.160000000000000000e+02,3.798199582444028433e-05
4.170000000000000000e+02,7.387938052342881048e-06
4.180000000000000000e+02,2.170862271642890425e-05
4.190000000000000000e+02,1.033805567981618678e-07
4.200000000000000000e+02,8.447574574786101322e-06
4.210000000000000000e+02,4.865953195354128510e-08
4.220000000000000000e+02,1.206978474050528259e-04
4.230000000000000000e+02,1.921382703904134649e-04
4.240000000000000000e+02,2.968815526073988806e-06
4.250000000000000000e+02,3.190805240990207099e-07
4.260000000000000000e+02,1.742299964205977878e-07
4.270000000000000000e+02,1.073951357354999315e-05
4.280000000000000000e+02,4.137271581237133127e-06
4.290000000000000000e+02,5.297173358375265408e-05
4.300000000000000000e+02,4.916697878296899903e-08
4.310000000000000000e+02,8.457711104546446342e-06
4.320000000000000000e+02,2.156553884779713553e-06
4.330000000000000000e+02,1.729573330200187718e-05
4.340000000000000000e+02,8.003715648388756753e-05
4.350000000000000000e+02,1.277659131422158095e-03
4.360000000000000000e+02,2.173453789571538449e-06
4.370000000000000000e+02,3.852712170967136578e-05
4.380000000000000000e+02,7.902251952435882424e-07
4.390000000000000000e+02,8.140982262781907010e-06
4.400000000000000000e+02,1.160012571106638949e-05
4.410000000000000000e+02,2.132035137984981032e-05
4.420000000000000000e+02,1.656851424621956625e-05
4.430000000000000000e+02,9.038310255747263782e-05
4.440000000000000000e+02,7.111592015199564523e-06
4.450000000000000000e+02,7.610747837203710013e-05
4.460000000000000000e+02,8.448584748183709466e-08
4.470000000000000000e+02,3.551194320888821872e-06
4.480000000000000000e+02,2.500791295605712039e-04
4.490000000000000000e+02,2.618590020401576644e-06
4.500000000000000000e+02,2.986359542979743925e-05
4.510000000000000000e+02,5.247099758961512299e-07
4.520000000000000000e+02,1.731658560988850467e-05
4.530000000000000000e+02,7.622016695862572333e-08
4.540000000000000000e+02,2.612207547913713298e-07
4.550000000000000000e+02,2.606737468500478239e-06
4.560000000000000000e+02,9.900667765422948736e-07
4.570000000000000000e+02,8.392071762228224912e-06
4.580000000000000000e+02,4.735327514814007920e-08
4.590000000000000000e+02,7.306475748501830980e-08
4.600000000000000000e+02,1.246113895063482287e-06
4.610000000000000000e+02,1.572937340281418690e-07
4.620000000000000000e+02,1.092136636078549526e-05
4.630000000000000000e+02,1.064070253388835652e-06
4.640000000000000000e+02,9.759580782494635723e-05
4.650000000000000000e+02,2.703747463911753950e-07
4.660000000000000000e+02,1.188600332609634966e-08
4.670000000000000000e+02,1.720077091175055734e-06
4.680000000000000000e+02,1.537738473703544192e-05
4.690000000000000000e+02,8.218424313667019338e-07
4.700000000000000000e+02,9.476660729301812022e-07
4.710000000000000000e+02,3.259632262516917975e-06
4.720000000000000000e+02,1.377750787623952076e-04
4.730000000000000000e+02,3.034738867174632490e-04
4.740000000000000000e+02,1.236662481711673506e-03
4.750000000000000000e+02,5.162347017540793570e-05
4.760000000000000000e+02,7.133645378195423419e-04
4.770000000000000000e+02,6.591887671940940656e-05
4.780000000000000000e+02,4.508901151641659787e-04
4.790000000000000000e+02,3.781224731629030059e-04
4.800000000000000000e+02,2.092140240555409451e-04
4.810000000000000000e+02,2.462006365006276596e-03
4.820000000000000000e+02,8.046024996509343612e-05
4.830000000000000000e+02,1.181413883575329872e-04
4.840000000000000000e+02,2.358658366320516206e-04
4.850000000000000000e+02,1.249214129023977840e-02
4.860000000000000000e+02,7.282593201168801418e-04
4.870000000000000000e+02,1.082336277826616218e-04
4.880000000000000000e+02,2.731285088637864806e-04
4.890000000000000000e+02,1.134973139825270483e-01
4.900000000000000000e+02,1.606075121227630737e-08
4.910000000000000000e+02,6.427067912578126577e-06
4.920000000000000000e+02,5.629391049292958076e-06
4.930000000000000000e+02,6.653324599187685855e-06
4.940000000000000000e+02,1.383279752236701646e-06
4.950000000000000000e+02,1.173554074869367311e-05
4.960000000000000000e+02,5.745851072947677447e-05
4.970000000000000000e+02,2.199695569827722977e-03
4.980000000000000000e+02,2.937147103373127202e-04
4.990000000000000000e+02,1.897002218906452273e-03
5.000000000000000000e+02,5.050005567518640361e-03
5.010000000000000000e+02,4.794812146021151301e-05
5.020000000000000000e+02,7.049910550529591243e-07
5.030000000000000000e+02,1.348086624850027427e-04
5.040000000000000000e+02,5.731146091006623792e-04
5.050000000000000000e+02,9.335610270864900216e-04
5.060000000000000000e+02,1.018265399963291567e-04
5.070000000000000000e+02,3.313379148131503243e-04
5.080000000000000000e+02,1.152715197778261875e-06
5.090000000000000000e+02,1.300187182059904016e-06
5.100000000000000000e+02,1.983742683576011098e-04
5.110000000000000000e+02,8.140250985081312987e-05
5.120000000000000000e+02,8.823688056296628645e-08
5.130000000000000000e+02,1.135955083392297824e-06
5.140000000000000000e+02,3.630980388218946046e-05
5.150000000000000000e+02,1.252988605589185074e-06
5.160000000000000000e+02,5.738291519321481209e-06
5.170000000000000000e+02,2.567632328712489967e-06
5.180000000000000000e+02,4.180095097215417240e-05
5.190000000000000000e+02,1.045941207284135013e-05
5.200000000000000000e+02,4.864788654832227786e-07
5.210000000000000000e+02,1.264079904517242455e-05
5.220000000000000000e+02,1.211974764534146570e-04
5.230000000000000000e+02,9.118194906436086601e-05
5.240000000000000000e+02,2.305908120356416091e-05
5.250000000000000000e+02,3.088656305202870281e-06
5.260000000000000000e+02,2.083758565904822238e-05
5.270000000000000000e+02,3.908188270066123762e-06
5.280000000000000000e+02,6.777648105135322864e-07
5.290000000000000000e+02,2.222301249003456728e-05
5.300000000000000000e+02,1.179318962704115561e-08
5.310000000000000000e+02,1.736406253895424843e-05
5.320000000000000000e+02,2.762674912336772804e-05
5.330000000000000000e+02,4.785762476226703950e-06
5.340000000000000000e+02,1.653688103283833255e-04
5.350000000000000000e+02,4.809698669211470270e-06
5.360000000000000000e+02,7.933999252308958838e-04
5.370000000000000000e+02,7.537918363399669086e-02
5.380000000000000000e+02,1.244430218438426130e-03
5.390000000000000000e+02,6.857870000536592106e-05
5.400000000000000000e+02,4.544498668435079970e-04
5.410000000000000000e+02,2.913625079894557532e-03
5.420000000000000000e+02,1.163526874896601170e-04
5.430000000000000000e+02,1.533999917311796877e-05
5.440000000000000000e+02,2.084772474035717291e-03
5.450000000000000000e+02,1.302103379545933349e-04
5.460000000000000000e+02,1.621826373240806141e-03
5.470000000000000000e+02,8.023513863816432359e-05
5.480000000000000000e+02,3.994821635578165581e-03
5.490000000000000000e+02,1.692657607979049605e-05
5.500000000000000000e+02,2.357548922813243884e-05
5.510000000000000000e+02,2.423635269707562266e-05
5.520000000000000000e+02,1.032616825704656702e-04
5.530000000000000000e+02,6.885392570706429325e-04
5.540000000000000000e+02,1.468957700163185041e-06
5.550000000000000000e+02,6.208884615988447550e-04
5.560000000000000000e+02,1.317579417493853003e-03
5.570000000000000000e+02,1.185092840271569098e-05
5.580000000000000000e+02,2.303561323695135180e-04
5.590000000000000000e+02,5.110790159109256624e-03
5.600000000000000000e+02,2.078863032354119337e-05
5.610000000000000000e+02,8.391638385955593965e-04
5.620000000000000000e+02,3.897976159453605340e-05
5.630000000000000000e+02,1.105379021744020405e-04
5.640000000000000000e+02,1.373779921879807308e-05
5.650000000000000000e+02,1.582665595767124801e-05
5.660000000000000000e+02,1.098226981991830333e-06
5.670000000000000000e+02,1.631974945020854864e-06
5.680000000000000000e+02,1.583746167297884555e-03
5.690000000000000000e+02,7.269805676872592975e-04
5.700000000000000000e+02,7.860276615077424239e-05
5.710000000000000000e+02,1.573687748281432509e-05
5.720000000000000000e+02,2.887621062378206962e-05
5.730000000000000000e+02,1.447345219568097916e-04
5.740000000000000000e+02,2.068483224504801460e-06
5.750000000000000000e+02,4.967775286141134779e-06
5.760000000000000000e+02,1.392817375341346190e-04
5.770000000000000000e+02,1.458499249260409923e-07
5.780000000000000000e+02,2.539525464791013887e-04
5.790000000000000000e+02,5.849464630610461385e-04
5.800000000000000000e+02,4.646617629779255921e-06
5.810000000000000000e+02,1.609452440317087993e-05
5.820000000000000000e+02,7.835815708981273083e-07
