frame_id	uniform_weight	reconstructed_weight
3.900000000000000000e+01	8.368200836820083180e-04	1.711454650210488387e-12
4.000000000000000000e+01	8.368200836820083180e-04	1.448266007015264896e-08
4.100000000000000000e+01	8.368200836820083180e-04	1.579517815671159910e-05
4.200000000000000000e+01	8.368200836820083180e-04	2.884621413662668575e-10
4.300000000000000000e+01	8.368200836820083180e-04	1.040155117121602736e-06
4.400000000000000000e+01	8.368200836820083180e-04	9.759451847253470037e-09
4.500000000000000000e+01	8.368200836820083180e-04	1.671139801174647222e-06
4.600000000000000000e+01	8.368200836820083180e-04	1.959117340010671843e-08
4.700000000000000000e+01	8.368200836820083180e-04	3.649508864951361071e-06
4.800000000000000000e+01	8.368200836820083180e-04	1.722698036793299410e-06
4.900000000000000000e+01	8.368200836820083180e-04	8.675424041969306821e-05
5.000000000000000000e+01	8.368200836820083180e-04	1.345135714110095407e-08
5.100000000000000000e+01	8.368200836820083180e-04	1.359533868399913478e-07
5.200000000000000000e+01	8.368200836820083180e-04	2.540976478959133988e-08
5.300000000000000000e+01	8.368200836820083180e-04	6.552253518237857956e-13
5.400000000000000000e+01	8.368200836820083180e-04	3.096595757576046033e-09
5.500000000000000000e+01	8.368200836820083180e-04	1.205181600340224249e-05
5.600000000000000000e+01	8.368200836820083180e-04	7.458876274204671863e-02
5.700000000000000000e+01	8.368200836820083180e-04	1.311013157534722584e-06
5.800000000000000000e+01	8.368200836820083180e-04	1.812337254504049898e-10
5.900000000000000000e+01	8.368200836820083180e-04	1.889290147021646768e-04
6.000000000000000000e+01	8.368200836820083180e-04	2.396151291628592895e-09
6.100000000000000000e+01	8.368200836820083180e-04	2.122041140540955396e-09
6.200000000000000000e+01	8.368200836820083180e-04	4.072640223071163993e-10
6.300000000000000000e+01	8.368200836820083180e-04	7.382557808942686943e-10
6.400000000000000000e+01	8.368200836820083180e-04	3.067621172368816909e-13
6.500000000000000000e+01	8.368200836820083180e-04	8.707244517483174293e-11
6.600000000000000000e+01	8.368200836820083180e-04	1.404371227171688106e-10
6.700000000000000000e+01	8.368200836820083180e-04	1.465977817198290412e-14
6.800000000000000000e+01	8.368200836820083180e-04	1.454590956508951770e-13
6.900000000000000000e+01	8.368200836820083180e-04	2.396899019200248543e-18
7.000000000000000000e+01	8.368200836820083180e-04	3.861008144106608539e-08
7.100000000000000000e+01	8.368200836820083180e-04	2.290966715092022716e-11
7.200000000000000000e+01	8.368200836820083180e-04	7.913242765529780723e-12
7.300000000000000000e+01	8.368200836820083180e-04	1.016471410295203311e-18
7.400000000000000000e+01	8.368200836820083180e-04	1.002061859265721187e-14
7.500000000000000000e+01	8.368200836820083180e-04	1.176353178416046697e-11
7.600000000000000000e+01	8.368200836820083180e-04	1.377300912370506571e-11
7.700000000000000000e+01	8.368200836820083180e-04	9.718152329418806179e-08
7.800000000000000000e+01	8.368200836820083180e-04	3.870321882622613802e-03
7.900000000000000000e+01	8.368200836820083180e-04	3.553511846965939228e-08
8.000000000000000000e+01	8.368200836820083180e-04	2.064686318450048118e-06
8.100000000000000000e+01	8.368200836820083180e-04	1.862650407094223014e-12
8.200000000000000000e+01	8.368200836820083180e-04	1.826345624272873252e-06
8.300000000000000000e+01	8.368200836820083180e-04	1.243461526969207018e-16
8.400000000000000000e+01	8.368200836820083180e-04	3.110361249469065966e-13
8.500000000000000000e+01	8.368200836820083180e-04	1.490557325948323453e-14
8.600000000000000000e+01	8.368200836820083180e-04	2.375160819689843801e-13
8.700000000000000000e+01	8.368200836820083180e-04	3.722292947111817926e-20
8.800000000000000000e+01	8.368200836820083180e-04	7.174657873720526351e-19
8.900000000000000000e+01	8.368200836820083180e-04	7.617301753460476386e-17
9.000000000000000000e+01	8.368200836820083180e-04	2.671092817574907143e-15
9.100000000000000000e+01	8.368200836820083180e-04	3.633795293073674304e-15
9.200000000000000000e+01	8.368200836820083180e-04	3.116432318018813321e-15
9.300000000000000000e+01	8.368200836820083180e-04	3.010345816457369701e-15
9.400000000000000000e+01	8.368200836820083180e-04	1.795813386300743900e-14
9.500000000000000000e+01	8.368200836820083180e-04	2.490016402746396717e-13
9.600000000000000000e+01	8.368200836820083180e-04	2.006623503734458791e-09
9.700000000000000000e+01	8.368200836820083180e-04	3.924520417198650049e-15
9.800000000000000000e+01	8.368200836820083180e-04	9.217638081708648347e-17
9.900000000000000000e+01	8.368200836820083180e-04	4.762952006732356321e-12
1.000000000000000000e+02	8.368200836820083180e-04	5.772903548349291278e-09
1.010000000000000000e+02	8.368200836820083180e-04	1.520511065319645232e-14
1.020000000000000000e+02	8.368200836820083180e-04	6.826950973151469297e-13
1.030000000000000000e+02	8.368200836820083180e-04	3.681025579133850396e-14
1.040000000000000000e+02	8.368200836820083180e-04	2.864549356605450125e-14
1.050000000000000000e+02	8.368200836820083180e-04	3.566323910411848875e-11
1.060000000000000000e+02	8.368200836820083180e-04	1.149309377390227142e-16
1.070000000000000000e+02	8.368200836820083180e-04	7.753923114872063656e-09
1.080000000000000000e+02	8.368200836820083180e-04	3.947678170500664792e-08
1.090000000000000000e+02	8.368200836820083180e-04	4.323070572104555099e-10
1.100000000000000000e+02	8.368200836820083180e-04	6.093330225519060859e-13
1.110000000000000000e+02	8.368200836820083180e-04	3.754147957162571759e-07
1.120000000000000000e+02	8.368200836820083180e-04	4.414341983425858265e-18
1.130000000000000000e+02	8.368200836820083180e-04	5.033954118137256600e-18
1.140000000000000000e+02	8.368200836820083180e-04	1.416229070639245215e-07
1.150000000000000000e+02	8.368200836820083180e-04	8.094598584004768287e-06
1.160000000000000000e+02	8.368200836820083180e-04	5.056477855990713439e-14
1.170000000000000000e+02	8.368200836820083180e-04	3.825386097285224825e-13
1.180000000000000000e+02	8.368200836820083180e-04	1.044129007317168699e-05
1.190000000000000000e+02	8.368200836820083180e-04	4.664098756299876742e-15
1.200000000000000000e+02	8.368200836820083180e-04	1.440540144174700916e-06
1.210000000000000000e+02	8.368200836820083180e-04	1.078055785383800114e-11
1.220000000000000000e+02	8.368200836820083180e-04	9.638216618032516414e-08
1.230000000000000000e+02	8.368200836820083180e-04	4.438410100907218725e-04
1.240000000000000000e+02	8.368200836820083180e-04	2.838069610796904336e-07
1.250000000000000000e+02	8.368200836820083180e-04	2.104729987299523086e-09
1.260000000000000000e+02	8.368200836820083180e-04	1.026271229643405408e-07
1.270000000000000000e+02	8.368200836820083180e-04	1.473816131237788430e-05
1.280000000000000000e+02	8.368200836820083180e-04	2.463900508637736410e-08
1.290000000000000000e+02	8.368200836820083180e-04	4.940489500496404696e-11
1.300000000000000000e+02	8.368200836820083180e-04	1.409808516740620257e-08
1.310000000000000000e+02	8.368200836820083180e-04	4.065102670925399849e-08
1.320000000000000000e+02	8.368200836820083180e-04	3.279539887758805741e-08
1.330000000000000000e+02	8.368200836820083180e-04	6.973012495159656016e-08
1.340000000000000000e+02	8.368200836820083180e-04	8.147741022490049623e-09
1.350000000000000000e+02	8.368200836820083180e-04	9.463219852553964680e-08
1.360000000000000000e+02	8.368200836820083180e-04	1.212132528590848951e-09
1.370000000000000000e+02	8.368200836820083180e-04	1.261343227131749143e-07
1.380000000000000000e+02	8.368200836820083180e-04	5.571913069707136818e-08
1.390000000000000000e+02	8.368200836820083180e-04	3.523941321445345799e-07
1.400000000000000000e+02	8.368200836820083180e-04	3.284154300009536563e-13
1.410000000000000000e+02	8.368200836820083180e-04	5.275565261238326177e-10
1.420000000000000000e+02	8.368200836820083180e-04	1.698597185188489883e-10
1.430000000000000000e+02	8.368200836820083180e-04	3.206673977448824442e-09
1.440000000000000000e+02	8.368200836820083180e-04	1.477608009388928080e-06
1.450000000000000000e+02	8.368200836820083180e-04	1.558397972072321189e-07
1.460000000000000000e+02	8.368200836820083180e-04	6.416359151866122623e-08
1.470000000000000000e+02	8.368200836820083180e-04	5.714575572853924997e-11
1.480000000000000000e+02	8.368200836820083180e-04	2.983886196567607172e-09
1.490000000000000000e+02	8.368200836820083180e-04	4.241155496520711911e-08
1.500000000000000000e+02	8.368200836820083180e-04	4.640484782773921522e-10
1.510000000000000000e+02	8.368200836820083180e-04	5.208979833560257897e-07
1.520000000000000000e+02	8.368200836820083180e-04	9.668873710991741281e-09
1.530000000000000000e+02	8.368200836820083180e-04	3.041861575149778565e-11
1.540000000000000000e+02	8.368200836820083180e-04	2.599162818101877104e-05
1.550000000000000000e+02	8.368200836820083180e-04	3.297663777599971032e-08
1.560000000000000000e+02	8.368200836820083180e-04	3.234495107484833663e-10
1.570000000000000000e+02	8.368200836820083180e-04	1.053849566770228199e-10
1.580000000000000000e+02	8.368200836820083180e-04	9.549247531833751555e-08
1.590000000000000000e+02	8.368200836820083180e-04	2.825643747233364858e-07
1.600000000000000000e+02	8.368200836820083180e-04	1.811792889157617211e-10
1.610000000000000000e+02	8.368200836820083180e-04	4.514625573158191802e-11
1.620000000000000000e+02	8.368200836820083180e-04	5.574423329620699252e-13
1.630000000000000000e+02	8.368200836820083180e-04	1.080805095824527437e-14
1.640000000000000000e+02	8.368200836820083180e-04	6.476286544991667103e-14
1.650000000000000000e+02	8.368200836820083180e-04	2.578031467507469819e-13
1.660000000000000000e+02	8.368200836820083180e-04	2.742174228745366612e-12
1.670000000000000000e+02	8.368200836820083180e-04	1.192152503835685256e-17
1.680000000000000000e+02	8.368200836820083180e-04	9.402891665037793136e-18
1.690000000000000000e+02	8.368200836820083180e-04	2.211945035908494853e-16
1.700000000000000000e+02	8.368200836820083180e-04	3.217935161761642352e-14
1.710000000000000000e+02	8.368200836820083180e-04	1.890995112013382708e-13
1.720000000000000000e+02	8.368200836820083180e-04	2.964810815653566528e-16
1.730000000000000000e+02	8.368200836820083180e-04	3.656861309337286177e-11
1.740000000000000000e+02	8.368200836820083180e-04	4.002594686878697588e-06
1.750000000000000000e+02	8.368200836820083180e-04	1.905737757940174682e-06
1.760000000000000000e+02	8.368200836820083180e-04	8.564531442967007052e-03
1.770000000000000000e+02	8.368200836820083180e-04	1.371989508390595489e-15
1.780000000000000000e+02	8.368200836820083180e-04	8.574215043633529454e-12
1.790000000000000000e+02	8.368200836820083180e-04	7.829748923691446852e-06
1.800000000000000000e+02	8.368200836820083180e-04	1.281463608251650049e-03
1.810000000000000000e+02	8.368200836820083180e-04	7.413525512344110082e-04
1.820000000000000000e+02	8.368200836820083180e-04	3.234668907818042820e-07
1.830000000000000000e+02	8.368200836820083180e-04	3.903913745794605712e-08
1.840000000000000000e+02	8.368200836820083180e-04	3.393519023660072648e-09
1.850000000000000000e+02	8.368200836820083180e-04	9.385893699035687732e-08
1.860000000000000000e+02	8.368200836820083180e-04	1.033000287001739504e-12
1.870000000000000000e+02	8.368200836820083180e-04	6.575418812635932448e-17
1.880000000000000000e+02	8.368200836820083180e-04	2.517471188880600011e-16
1.890000000000000000e+02	8.368200836820083180e-04	1.011370786342914244e-11
1.900000000000000000e+02	8.368200836820083180e-04	3.577405706208802202e-15
1.910000000000000000e+02	8.368200836820083180e-04	9.514365132573117797e-07
1.920000000000000000e+02	8.368200836820083180e-04	1.013964739080246042e-06
1.930000000000000000e+02	8.368200836820083180e-04	1.918047096442844760e-06
1.940000000000000000e+02	8.368200836820083180e-04	3.019497460337693096e-10
1.950000000000000000e+02	8.368200836820083180e-04	2.107774554169990957e-12
1.960000000000000000e+02	8.368200836820083180e-04	3.374291289267384676e-08
1.970000000000000000e+02	8.368200836820083180e-04	1.382883660534612810e-13
1.980000000000000000e+02	8.368200836820083180e-04	1.724628275806968635e-11
1.990000000000000000e+02	8.368200836820083180e-04	2.401286651098318563e-14
2.000000000000000000e+02	8.368200836820083180e-04	2.977005668710491481e-11
2.010000000000000000e+02	8.368200836820083180e-04	1.499927011322012575e-04
2.020000000000000000e+02	8.368200836820083180e-04	1.673483361625729970e-01
2.030000000000000000e+02	8.368200836820083180e-04	2.240756743786842444e-03
2.040000000000000000e+02	8.368200836820083180e-04	1.152870776704025286e-05
2.050000000000000000e+02	8.368200836820083180e-04	1.366175219134708192e-07
2.060000000000000000e+02	8.368200836820083180e-04	1.320070727894287997e-02
2.070000000000000000e+02	8.368200836820083180e-04	1.409986907601554215e-06
2.080000000000000000e+02	8.368200836820083180e-04	2.475307918208552861e-04
2.090000000000000000e+02	8.368200836820083180e-04	3.946212271979881295e-12
2.100000000000000000e+02	8.368200836820083180e-04	7.531869050439867015e-11
2.110000000000000000e+02	8.368200836820083180e-04	2.282729754361900095e-08
2.120000000000000000e+02	8.368200836820083180e-04	3.969183127699853724e-09
2.130000000000000000e+02	8.368200836820083180e-04	1.312531138554197602e-04
2.140000000000000000e+02	8.368200836820083180e-04	1.820496494180929396e-10
2.150000000000000000e+02	8.368200836820083180e-04	6.173140112829481464e-05
2.160000000000000000e+02	8.368200836820083180e-04	1.150959482166523373e-07
2.170000000000000000e+02	8.368200836820083180e-04	2.541120054382946782e-10
2.180000000000000000e+02	8.368200836820083180e-04	7.577014296033632108e-13
2.190000000000000000e+02	8.368200836820083180e-04	6.320805773263251948e-08
2.200000000000000000e+02	8.368200836820083180e-04	4.710397053785301644e-15
2.210000000000000000e+02	8.368200836820083180e-04	3.206238677033043056e-12
2.220000000000000000e+02	8.368200836820083180e-04	5.656618308501423074e-12
2.230000000000000000e+02	8.368200836820083180e-04	2.464987850651138617e-13
2.240000000000000000e+02	8.368200836820083180e-04	7.849439409548697363e-14
2.250000000000000000e+02	8.368200836820083180e-04	3.035700842508650398e-09
2.260000000000000000e+02	8.368200836820083180e-04	1.173106360107178790e-07
2.270000000000000000e+02	8.368200836820083180e-04	1.706626145238193917e-10
2.280000000000000000e+02	8.368200836820083180e-04	5.245207179415887213e-10
2.290000000000000000e+02	8.368200836820083180e-04	9.851459697880791027e-08
2.300000000000000000e+02	8.368200836820083180e-04	3.527659559975116253e-07
2.310000000000000000e+02	8.368200836820083180e-04	2.884586579076696735e-17
2.320000000000000000e+02	8.368200836820083180e-04	1.098830174583364835e-08
2.330000000000000000e+02	8.368200836820083180e-04	8.255786385147077438e-08
2.340000000000000000e+02	8.368200836820083180e-04	7.607199484187149831e-07
2.350000000000000000e+02	8.368200836820083180e-04	1.290772361325107284e-08
2.360000000000000000e+02	8.368200836820083180e-04	3.978010891826244013e-08
2.370000000000000000e+02	8.368200836820083180e-04	6.947068222769589962e-14
2.380000000000000000e+02	8.368200836820083180e-04	7.801132624250200722e-11
2.390000000000000000e+02	8.368200836820083180e-04	7.736141688566946636e-07
2.400000000000000000e+02	8.368200836820083180e-04	2.026514527385185699e-13
2.410000000000000000e+02	8.368200836820083180e-04	7.094267451987794543e-13
2.420000000000000000e+02	8.368200836820083180e-04	1.738983426782656096e-12
2.430000000000000000e+02	8.368200836820083180e-04	1.483353794648931315e-13
2.440000000000000000e+02	8.368200836820083180e-04	2.630704419214980330e-13
2.450000000000000000e+02	8.368200836820083180e-04	7.195422113385823589e-08
2.460000000000000000e+02	8.368200836820083180e-04	1.418613285125797560e-11
2.470000000000000000e+02	8.368200836820083180e-04	8.207917388619873437e-12
2.480000000000000000e+02	8.368200836820083180e-04	2.266394345882716575e-09
2.490000000000000000e+02	8.368200836820083180e-04	4.194179610654036621e-10
2.500000000000000000e+02	8.368200836820083180e-04	1.831511378875102188e-12
2.510000000000000000e+02	8.368200836820083180e-04	1.094344018076228142e-19
2.520000000000000000e+02	8.368200836820083180e-04	3.999479355588408959e-16
2.530000000000000000e+02	8.368200836820083180e-04	5.192968951863191019e-10
2.540000000000000000e+02	8.368200836820083180e-04	5.593684441346771458e-08
2.550000000000000000e+02	8.368200836820083180e-04	3.304572820340805048e-14
2.560000000000000000e+02	8.368200836820083180e-04	3.118824125794419671e-10
2.570000000000000000e+02	8.368200836820083180e-04	1.949754823121635807e-12
2.580000000000000000e+02	8.368200836820083180e-04	4.688445813764291087e-11
2.590000000000000000e+02	8.368200836820083180e-04	4.820170183045797600e-09
2.600000000000000000e+02	8.368200836820083180e-04	1.462835807450500852e-11
2.610000000000000000e+02	8.368200836820083180e-04	4.289394785056978209e-07
2.620000000000000000e+02	8.368200836820083180e-04	2.107644276083470225e-11
2.630000000000000000e+02	8.368200836820083180e-04	1.310580620694984689e-08
2.640000000000000000e+02	8.368200836820083180e-04	2.093686798187483708e-13
2.650000000000000000e+02	8.368200836820083180e-04	1.118187288476200480e-13
2.660000000000000000e+02	8.368200836820083180e-04	2.853269981448674727e-10
2.670000000000000000e+02	8.368200836820083180e-04	2.183702717164783258e-13
2.680000000000000000e+02	8.368200836820083180e-04	4.852529616132730573e-13
2.690000000000000000e+02	8.368200836820083180e-04	2.360059311817239498e-12
2.700000000000000000e+02	8.368200836820083180e-04	8.823196394114546680e-14
2.710000000000000000e+02	8.368200836820083180e-04	1.887706079193885106e-14
2.720000000000000000e+02	8.368200836820083180e-04	2.764073256035211292e-14
2.730000000000000000e+02	8.368200836820083180e-04	1.474132695862337098e-10
2.740000000000000000e+02	8.368200836820083180e-04	3.239906539407454779e-16
2.750000000000000000e+02	8.368200836820083180e-04	2.543407504448473669e-12
2.760000000000000000e+02	8.368200836820083180e-04	1.487727743927428901e-12
2.770000000000000000e+02	8.368200836820083180e-04	7.291874523437731376e-14
2.780000000000000000e+02	8.368200836820083180e-04	3.294788285199036214e-11
2.790000000000000000e+02	8.368200836820083180e-04	3.220881576859028283e-09
2.800000000000000000e+02	8.368200836820083180e-04	3.149065225802171108e-09
2.810000000000000000e+02	8.368200836820083180e-04	4.573736005164841075e-11
2.820000000000000000e+02	8.368200836820083180e-04	3.051844873544120397e-07
2.830000000000000000e+02	8.368200836820083180e-04	1.918505007057962541e-03
2.840000000000000000e+02	8.368200836820083180e-04	7.986935683967871160e-10
2.850000000000000000e+02	8.368200836820083180e-04	1.715315103862156463e-06
2.860000000000000000e+02	8.368200836820083180e-04	2.668764248241296770e-10
2.870000000000000000e+02	8.368200836820083180e-04	7.122607273626942507e-13
2.880000000000000000e+02	8.368200836820083180e-04	1.216638167579554978e-10
2.890000000000000000e+02	8.368200836820083180e-04	1.284215635376081189e-07
2.900000000000000000e+02	8.368200836820083180e-04	3.402074655371008159e-11
2.910000000000000000e+02	8.368200836820083180e-04	6.585337055023343906e-11
2.920000000000000000e+02	8.368200836820083180e-04	7.908681183558805137e-13
2.930000000000000000e+02	8.368200836820083180e-04	3.702864516636474399e-09
2.940000000000000000e+02	8.368200836820083180e-04	2.284659751435876387e-04
2.950000000000000000e+02	8.368200836820083180e-04	4.735174632776445124e-14
2.960000000000000000e+02	8.368200836820083180e-04	1.704734217631287779e-11
2.970000000000000000e+02	8.368200836820083180e-04	2.983887905796549851e-11
2.980000000000000000e+02	8.368200836820083180e-04	7.839810309908341293e-15
2.990000000000000000e+02	8.368200836820083180e-04	1.065087796201718872e-14
3.000000000000000000e+02	8.368200836820083180e-04	1.399041298775440746e-10
3.010000000000000000e+02	8.368200836820083180e-04	7.201381570333789987e-05
3.020000000000000000e+02	8.368200836820083180e-04	2.061394242324468617e-06
3.030000000000000000e+02	8.368200836820083180e-04	4.676169644411235881e-08
3.040000000000000000e+02	8.368200836820083180e-04	5.311618197762154568e-11
3.050000000000000000e+02	8.368200836820083180e-04	8.195620414607935364e-05
3.060000000000000000e+02	8.368200836820083180e-04	2.977589231898437341e-10
3.070000000000000000e+02	8.368200836820083180e-04	2.140747854037741475e-11
3.080000000000000000e+02	8.368200836820083180e-04	6.209265780579778359e-10
3.090000000000000000e+02	8.368200836820083180e-04	9.693223242671271950e-06
3.100000000000000000e+02	8.368200836820083180e-04	1.084673927117467001e-11
3.110000000000000000e+02	8.368200836820083180e-04	7.487808090175563236e-13
3.120000000000000000e+02	8.368200836820083180e-04	3.991853362675698859e-12
3.130000000000000000e+02	8.368200836820083180e-04	8.201934418625521249e-11
3.140000000000000000e+02	8.368200836820083180e-04	1.126005444750370538e-09
3.150000000000000000e+02	8.368200836820083180e-04	8.252239660086778450e-10
3.160000000000000000e+02	8.368200836820083180e-04	1.011451980465543336e-11
3.170000000000000000e+02	8.368200836820083180e-04	9.685849703544605918e-16
3.180000000000000000e+02	8.368200836820083180e-04	5.001825952453718620e-10
3.190000000000000000e+02	8.368200836820083180e-04	1.442983446747724539e-09
3.200000000000000000e+02	8.368200836820083180e-04	4.819422361407664852e-11
3.210000000000000000e+02	8.368200836820083180e-04	6.482371922857068491e-10
3.220000000000000000e+02	8.368200836820083180e-04	1.893455340846256346e-09
3.230000000000000000e+02	8.368200836820083180e-04	4.918841343930605313e-13
3.240000000000000000e+02	8.368200836820083180e-04	7.403448893170617127e-10
3.250000000000000000e+02	8.368200836820083180e-04	5.294018163349741078e-11
3.260000000000000000e+02	8.368200836820083180e-04	1.485967491049872703e-09
3.270000000000000000e+02	8.368200836820083180e-04	7.132362569664308410e-07
3.280000000000000000e+02	8.368200836820083180e-04	1.169048386796257393e-09
3.290000000000000000e+02	8.368200836820083180e-04	2.468411463849162195e-09
3.300000000000000000e+02	8.368200836820083180e-04	1.605834214126575985e-08
3.310000000000000000e+02	8.368200836820083180e-04	1.515962520587232940e-12
3.320000000000000000e+02	8.368200836820083180e-04	1.860782912832821607e-10
3.330000000000000000e+02	8.368200836820083180e-04	1.312454423889358740e-07
3.340000000000000000e+02	8.368200836820083180e-04	3.008884194612911969e-09
3.350000000000000000e+02	8.368200836820083180e-04	8.688498667506272533e-02
3.360000000000000000e+02	8.368200836820083180e-04	2.803110980300830441e-06
3.370000000000000000e+02	8.368200836820083180e-04	1.708275258252200450e-09
3.380000000000000000e+02	8.368200836820083180e-04	8.750513505604967189e-13
3.390000000000000000e+02	8.368200836820083180e-04	3.253735836076795940e-10
3.400000000000000000e+02	8.368200836820083180e-04	4.986704785964756745e-10
3.410000000000000000e+02	8.368200836820083180e-04	1.767591665551938121e-17
3.420000000000000000e+02	8.368200836820083180e-04	1.308479082442372608e-15
3.430000000000000000e+02	8.368200836820083180e-04	5.723895145273401832e-13
3.440000000000000000e+02	8.368200836820083180e-04	5.188190094290397279e-10
3.450000000000000000e+02	8.368200836820083180e-04	3.003148388143865000e-09
3.460000000000000000e+02	8.368200836820083180e-04	2.683527207875476248e-14
3.470000000000000000e+02	8.368200836820083180e-04	1.751532480957497587e-14
3.480000000000000000e+02	8.368200836820083180e-04	1.615558639985048445e-11
3.490000000000000000e+02	8.368200836820083180e-04	3.000234458216736316e-03
3.500000000000000000e+02	8.368200836820083180e-04	8.464041530162732954e-09
3.510000000000000000e+02	8.368200836820083180e-04	7.038786667437757804e-11
3.520000000000000000e+02	8.368200836820083180e-04	5.107148645792805249e-12
3.530000000000000000e+02	8.368200836820083180e-04	5.564719915831127427e-08
3.540000000000000000e+02	8.368200836820083180e-04	1.390866241358371253e-17
3.550000000000000000e+02	8.368200836820083180e-04	5.612081708876455994e-11
3.560000000000000000e+02	8.368200836820083180e-04	2.614626634489845559e-08
3.570000000000000000e+02	8.368200836820083180e-04	2.501610988309791662e-06
3.580000000000000000e+02	8.368200836820083180e-04	3.092102075385088723e-06
3.590000000000000000e+02	8.368200836820083180e-04	1.312678892847980706e-10
3.600000000000000000e+02	8.368200836820083180e-04	2.291950735685079986e-14
3.610000000000000000e+02	8.368200836820083180e-04	1.878234778477296553e-08
3.620000000000000000e+02	8.368200836820083180e-04	3.855043971122574937e-11
3.630000000000000000e+02	8.368200836820083180e-04	6.298398777581214679e-11
3.640000000000000000e+02	8.368200836820083180e-04	6.890375959034064126e-06
3.650000000000000000e+02	8.368200836820083180e-04	2.173097800404630060e-11
3.660000000000000000e+02	8.368200836820083180e-04	1.298829898779701719e-09
3.670000000000000000e+02	8.368200836820083180e-04	1.079370940006756072e-07
3.680000000000000000e+02	8.368200836820083180e-04	5.676920619869542068e-13
3.690000000000000000e+02	8.368200836820083180e-04	6.484221110549784063e-16
3.700000000000000000e+02	8.368200836820083180e-04	7.008283447818568491e-12
3.710000000000000000e+02	8.368200836820083180e-04	3.686259353067151936e-06
3.720000000000000000e+02	8.368200836820083180e-04	2.928330148925758080e-08
3.730000000000000000e+02	8.368200836820083180e-04	5.855828584445260665e-02
3.740000000000000000e+02	8.368200836820083180e-04	4.292974737362374159e-08
3.750000000000000000e+02	8.368200836820083180e-04	4.437766296975872399e-06
3.760000000000000000e+02	8.368200836820083180e-04	6.958315981342679878e-08
3.770000000000000000e+02	8.368200836820083180e-04	9.597498095996782004e-06
3.780000000000000000e+02	8.368200836820083180e-04	2.921021198223811491e-09
3.790000000000000000e+02	8.368200836820083180e-04	7.132686306049748845e-11
3.800000000000000000e+02	8.368200836820083180e-04	3.067560741339865329e-13
3.810000000000000000e+02	8.368200836820083180e-04	4.660708385431566254e-11
3.820000000000000000e+02	8.368200836820083180e-04	6.076439309469581894e-11
3.830000000000000000e+02	8.368200836820083180e-04	1.220247015612655911e-09
3.840000000000000000e+02	8.368200836820083180e-04	2.456648931183953310e-09
3.850000000000000000e+02	8.368200836820083180e-04	8.276005522623288275e-10
3.860000000000000000e+02	8.368200836820083180e-04	1.532554607604915398e-10
3.870000000000000000e+02	8.368200836820083180e-04	4.923341463465392246e-08
